ids,location,artist,class
12786,joaquã­n-sorolla_the-yellow-tree-la-granja-1906.jpg,joaquã­n-sorolla,121
4440,alfred-sisley_spring-at-veneux-1880.jpg,alfred-sisley,5
6633,henry-herbert-la-thangue_going-out-with-the-cows-1924.jpg,henry-herbert-la-thangue,97
1343,eugene-boudin_trouville-the-jettys-high-tide.jpg,eugene-boudin,57
9008,joaquã­n-sorolla_child-s-siesta.jpg,joaquã­n-sorolla,121
7267,jacek-malczewski_self-portrait-with-a-palette.jpg,jacek-malczewski,113
8318,claude-monet_cobeas.jpg,claude-monet,38
4425,nikolay-bogdanov-belsky_skating-from-mountain.jpg,nikolay-bogdanov-belsky,165
5285,pierre-auguste-renoir_gabrielle-sun.jpg,pierre-auguste-renoir,186
9788,walter-sickert_the-servant-of-abraham-1929.jpg,walter-sickert,220
1622,claude-monet_hamerocallis-1917.jpg,claude-monet,38
2405,marie-bracquemond_on-the-terrace-at-s-vres-1880.jpg,marie-bracquemond,145
3351,claude-monet_saint-lazare-station-exterior-view.jpg,claude-monet,38
5557,john-marin_brooklyn-bridge-1912.jpg,john-marin,125
11220,claude-monet_poplars.jpg,claude-monet,38
6818,pierre-auguste-renoir_sugar-bowl-and-lemon.jpg,pierre-auguste-renoir,186
11916,edouard-manet_young-woman-in-a-round-hat-1877.jpg,edouard-manet,49
7764,othon-friesz_dufy-in-the-studio-1900.jpg,othon-friesz,171
12726,piet-mondrian_stammer-mill-with-streaked-sky-1906.jpg,piet-mondrian,187
1449,eugene-boudin_the-still-river-at-deauville-1895.jpg,eugene-boudin,57
1518,alfred-sisley_railroad-embankment-at-sevres-1879.jpg,alfred-sisley,5
4926,claude-monet_waterloo-bridge-sunlight-effect-5.jpg,claude-monet,38
9879,stefan-popescu_sunset-over-chioggia-1924.jpg,stefan-popescu,202
872,walter-battiss_distant-blue-hills-1934.jpg,walter-battiss,219
2076,konstantin-korovin_terrace-in-zhukovka-1888.jpg,konstantin-korovin,134
7359,rudolf-schweitzer-cumpana_oltean-cu-cobili.jpg,rudolf-schweitzer-cumpana,194
2789,childe-hassam_yachts-gloucester-1889.jpg,childe-hassam,37
7276,camille-pissarro_the-hills-of-thierceville.jpg,camille-pissarro,32
12330,childe-hassam_the-bathers.jpg,childe-hassam,37
6012,edgar-degas_women-leaning-on-a-railing.jpg,edgar-degas,47
7739,konstantin-korovin_creek-1902.jpg,konstantin-korovin,134
11980,zinaida-serebriakova_in-the-studio-paris-1906.jpg,zinaida-serebriakova,229
10205,claude-monet_oat-and-poppy-field-giverny.jpg,claude-monet,38
2145,camille-pissarro_boulevard-des-italiens-afternoon-1897.jpg,camille-pissarro,32
3195,theodor-aman_port-of-constantza-1882.jpg,theodor-aman,206
9377,claude-monet_charing-cross-bridge-overcast-weather.jpg,claude-monet,38
6765,alfred-sisley_saint-mammes-1885.jpg,alfred-sisley,5
3904,camille-pissarro_the-fair-by-the-church-of-saint-jacques-dieppe-1901.jpg,camille-pissarro,32
3834,paul-gauguin_normandy-landscape-cow-in-a-meadow-1884.jpg,paul-gauguin,176
8231,willard-metcalf_the-poppy-field.jpg,willard-metcalf,222
5127,childe-hassam_ice-on-the-hudson.jpg,childe-hassam,37
549,eugene-boudin_the-trouville-heights-1875.jpg,eugene-boudin,57
3295,adam-baltatu_the-lesson.jpg,adam-baltatu,2
717,edgar-degas_dancer-arranging-her-hair.jpg,edgar-degas,47
10763,edgar-degas_repetition-of-the-dance-detail-1877.jpg,edgar-degas,47
6081,zinaida-serebriakova_boulevard-in-paris.jpg,zinaida-serebriakova,229
9814,robert-julian-onderdonk_texas-dry-country.jpg,robert-julian-onderdonk,192
4618,claude-monet_rocks-at-belle-ile.jpg,claude-monet,38
714,valentin-serov_portrait-of-yevdokia-morozova-detail-1908.jpg,valentin-serov,212
3246,claude-monet_water-lilies-1917-1.jpg,claude-monet,38
4804,matej-sternen_ena-fotke.jpg,matej-sternen,148
3236,camille-pissarro_the-saint-antoine-road-at-l-hermitage-pontoise-1875.jpg,camille-pissarro,32
6248,nikolay-bogdanov-belsky_tug-of-war.jpg,nikolay-bogdanov-belsky,165
5796,childe-hassam_early-evening-after-snowfall.jpg,childe-hassam,37
9250,konstantin-korovin_flowers-1916.jpg,konstantin-korovin,134
11222,valentin-serov_set-design-for-the-opera-judith-by-alexander-serov-1907.jpg,valentin-serov,212
12077,pericles-pantazis_child-with-crown.jpg,pericles-pantazis,180
6215,claude-monet_vetheuil-ice-floes.jpg,claude-monet,38
7249,pierre-auguste-renoir_bouquet-of-roses-in-a-green-vase.jpg,pierre-auguste-renoir,186
4295,henri-martin_gathering.jpg,henri-martin,94
900,joaquã­n-sorolla_clotilde-with-hat.jpg,joaquã­n-sorolla,121
6021,claude-monet_the-palazzo-ducale-2.jpg,claude-monet,38
9749,antoine-blanchard_boulevard-de-la-madeleine-5.jpg,antoine-blanchard,11
4803,james-mcneill-whistler_pierrot.jpg,james-mcneill-whistler,115
5539,claude-monet_the-house-seen-from-the-rose-garden-1924.jpg,claude-monet,38
9286,frederic-bazille_the-little-gardener.jpg,frederic-bazille,69
10086,camille-pissarro_the-port-of-rouen-1883.jpg,camille-pissarro,32
2828,claude-monet_fishing-boats-at-pourville.jpg,claude-monet,38
4552,joaquã­n-sorolla_beached-boats-1915.jpg,joaquã­n-sorolla,121
8614,pierre-auguste-renoir_seated-young-woman-1890.jpg,pierre-auguste-renoir,186
6040,max-slevogt_the-circus.jpg,max-slevogt,152
1792,claude-monet_vetheuil-in-winter.jpg,claude-monet,38
373,claude-monet_vetheuil-2.jpg,claude-monet,38
4681,john-singer-sargent_in-the-orchard.jpg,john-singer-sargent,127
5998,camille-pissarro_the-siesin-the-fields-1893.jpg,camille-pissarro,32
1849,willard-metcalf_venice.jpg,willard-metcalf,222
856,gustave-caillebotte_portrait-of-henri-cordier-teacher-at-the-school-of-oriental-languages-1883.jpg,gustave-caillebotte,88
11210,eugene-boudin_the-seine-at-caudebec-en-caux-1889.jpg,eugene-boudin,57
9497,theophrastos-triantafyllidis_for-the-vintage-from-the-life-of-from-the-life-of-gypsies-1952.jpg,theophrastos-triantafyllidis,208
4968,william-merritt-chase_portrait-of-mrs-william-chase.jpg,william-merritt-chase,226
2956,mihaly-munkacsy_landscape-with-river-1880.jpg,mihaly-munkacsy,156
3206,eugene-boudin_venice-1895.jpg,eugene-boudin,57
4326,pierre-auguste-renoir_fishermen-by-a-lake.jpg,pierre-auguste-renoir,186
3153,pierre-auguste-renoir_portrait-of-a-woman.jpg,pierre-auguste-renoir,186
7203,childe-hassam_paris-street-scene-1.jpg,childe-hassam,37
10793,claude-monet_autumn-effect-at-argenteuil-1873.jpg,claude-monet,38
5230,claude-monet_monet-s-garden-in-argenteuil-sun.jpg,claude-monet,38
3825,claude-monet_portrait-of-germaine-hoschede-with-a-doll-1877.jpg,claude-monet,38
4608,alfred-sisley_bougival-1878.jpg,alfred-sisley,5
10992,cornelis-vreedenburgh_montelbaanstoren-in-amsterdam.jpg,cornelis-vreedenburgh,43
3392,willard-metcalf_passing-summer.jpg,willard-metcalf,222
4105,joaquã­n-sorolla_on-the-coast-of-valencia-1898.jpg,joaquã­n-sorolla,121
7165,pierre-auguste-renoir_amelie-dieterie-in-a-white-hat.jpg,pierre-auguste-renoir,186
8235,berthe-morisot_girl-with-greyhound.jpg,berthe-morisot,29
3163,edgar-degas_dead-fox-lying-in-the-undergrowth-1865.jpg,edgar-degas,47
6437,theodor-pallady_nude-in-chair.jpg,theodor-pallady,207
12773,claude-monet_three-fishing-boats.jpg,claude-monet,38
9527,claude-monet_the-village-of-vetheuil.jpg,claude-monet,38
10152,medi-wechsler-dinu_fatme.jpg,medi-wechsler-dinu,154
6467,antoine-blanchard_caf-de-la-paix-opera.jpg,antoine-blanchard,11
12016,paul-gauguin_willows-1885.jpg,paul-gauguin,176
8653,claude-monet_the-seine-at-port-villez-blue-effect.jpg,claude-monet,38
10061,nikolay-bogdanov-belsky_reading-by-the-lamp-schoolgirl.jpg,nikolay-bogdanov-belsky,165
1930,pierre-auguste-renoir_the-banks-of-the-river.jpg,pierre-auguste-renoir,186
8260,claude-monet_the-siene-near-vernon.jpg,claude-monet,38
1887,piet-mondrian_river-view-with-a-boat-sun.jpg,piet-mondrian,187
9338,edgar-degas_on-the-racecourse.jpg,edgar-degas,47
2914,pierre-auguste-renoir_woman-in-a-flowered-hat.jpg,pierre-auguste-renoir,186
5231,pierre-auguste-renoir_portrait-of-coco-1905.jpg,pierre-auguste-renoir,186
6396,mary-cassatt_margot-in-blue-1902.jpg,mary-cassatt,147
1801,claude-monet_palazzo-da-mulla.jpg,claude-monet,38
12238,maurice-prendergast_two-women-in-a-park.jpg,maurice-prendergast,149
8541,t.-c.-steele_winter-afternoon-old-munich-1883.jpg,t.-c.-steele,203
828,edgar-degas_self-portrait.jpg,edgar-degas,47
2776,eugene-boudin_the-port-of-trouville.jpg,eugene-boudin,57
6079,pierre-auguste-renoir_the-farm-1914.jpg,pierre-auguste-renoir,186
5933,antoine-blanchard_theatre-des-varietes-large.jpg,antoine-blanchard,11
5640,claude-monet_lilacs-grey-weather.jpg,claude-monet,38
7235,robert-julian-onderdonk_morning-in-the-hills-southwest-texas.jpg,robert-julian-onderdonk,192
13058,giovanni-boldini_pink-palace-ibis-in-the-vesinet-1910.jpg,giovanni-boldini,83
2148,anders-zorn_view-from-the-ship-island-pier-1890.jpg,anders-zorn,9
9880,claude-monet_the-rock-needle-seen-through-the-porte-d-aumont.jpg,claude-monet,38
6172,pierre-auguste-renoir_bouquet-of-roses-1900.jpg,pierre-auguste-renoir,186
8879,joaquã­n-sorolla_rump-of-valencia-1906.jpg,joaquã­n-sorolla,121
1431,william-merritt-chase_back-of-a-male-figure.jpg,william-merritt-chase,226
11710,berthe-morisot_aboard-a-yacht.jpg,berthe-morisot,29
12223,childe-hassam_spring-at-old-lyme.jpg,childe-hassam,37
916,valentin-serov_self-portrait-1901.jpg,valentin-serov,212
314,mary-cassatt_elsie-cassatt-holding-a-big-dog.jpg,mary-cassatt,147
6422,arkhip-kuindzhi_sunset-in-the-forest-1.jpg,arkhip-kuindzhi,16
6273,gustave-caillebotte_paris-a-rainy-day.jpg,gustave-caillebotte,88
2407,konstantin-korovin_paris-boulevard-1902.jpg,konstantin-korovin,134
1832,james-mcneill-whistler_rose-and-brown-la-cigale.jpg,james-mcneill-whistler,115
11312,joaquã­n-sorolla_tower-of-seven-pont-alhambra-granada-1910.jpg,joaquã­n-sorolla,121
414,pierre-auguste-renoir_young-woman-in-a-straw-hat-1877.jpg,pierre-auguste-renoir,186
6731,rudolf-schweitzer-cumpana_strad-din-montmartre-1932.jpg,rudolf-schweitzer-cumpana,194
12014,pierre-auguste-renoir_bather-seated-nude.jpg,pierre-auguste-renoir,186
4286,maurice-prendergast_woman-on-ship-deck-looking-out-to-sea-also-known-as-girl-at-ship-s-rail.jpg,maurice-prendergast,149
11743,samuel-mutzner_peisaj-cu-turm-de-oi-1940.jpg,samuel-mutzner,196
8461,nicolae-vermont_at-the-market-1912.jpg,nicolae-vermont,164
8953,joaquã­n-sorolla_the-white-boat-javea-1905.jpg,joaquã­n-sorolla,121
8926,frederic-bazille_portrait-of-auguste-renoir-1867.jpg,frederic-bazille,69
9603,antoine-blanchard_place-de-la-republic-3.jpg,antoine-blanchard,11
9782,pierre-auguste-renoir_woman-standing-by-a-tree.jpg,pierre-auguste-renoir,186
10579,edgar-degas_rest-on-the-bed-1877.jpg,edgar-degas,47
10795,gustave-caillebotte_rising-road.jpg,gustave-caillebotte,88
9789,edgar-degas_self-portrait-1855.jpg,edgar-degas,47
7683,frederic-bazille_saint-saveur.jpg,frederic-bazille,69
3424,gustave-caillebotte_angling-1878.jpg,gustave-caillebotte,88
10777,claude-monet_lunch-on-the-grass-study.jpg,claude-monet,38
8891,winston-churchill_mimizan-plage-landes-1920(1).jpg,winston-churchill,227
5775,camille-pissarro_view-of-eragny-1884.jpg,camille-pissarro,32
1088,camille-pissarro_woman-wearing-a-green-headscarf-1893.jpg,camille-pissarro,32
7212,john-singer-sargent_melon-boats.jpg,john-singer-sargent,127
8900,augustus-john_study-in-provence-1926.jpg,augustus-john,25
12121,julian-alden-weir_green-hills-and-farmland.jpg,julian-alden-weir,129
8307,claude-monet_waterloo-bridge-sunlight-in-the-fog.jpg,claude-monet,38
11400,eugene-boudin_deauville-the-harbor-1897.jpg,eugene-boudin,57
337,camille-pissarro_twilight-eragny-1889.jpg,camille-pissarro,32
3955,konstantin-korovin_landscape-1917.jpg,konstantin-korovin,134
7430,camille-pissarro_woman-sitting-on-the-floor-1890.jpg,camille-pissarro,32
2371,pierre-auguste-renoir_vase-of-roses-and-dahlias-1884.jpg,pierre-auguste-renoir,186
11936,camille-pissarro_potato-harvest-1885.jpg,camille-pissarro,32
10019,fern-coppedge_mountain-creek.jpg,fern-coppedge,63
8412,claude-monet_the-avenue.jpg,claude-monet,38
1279,eugene-boudin_cows-in-pasture.jpg,eugene-boudin,57
9117,valentin-serov_peter-i-on-the-hunt-1902.jpg,valentin-serov,212
6815,octav-angheluta_micuta-cusatoreasa.jpg,octav-angheluta,167
1369,joaquã­n-sorolla_seated-nude-1906.jpg,joaquã­n-sorolla,121
4578,jose-malhoa_praia-das-ma-s-1918.jpg,jose-malhoa,128
12167,pablo-picasso_harlequin-with-guitar-1916.jpg,pablo-picasso,173
12469,john-singer-sargent_ramon-subercaseaux.jpg,john-singer-sargent,127
12071,claude-monet_yellow-irises-with-pink-cloud-1917.jpg,claude-monet,38
6430,claude-monet_the-spring-in-argentuil.jpg,claude-monet,38
5729,camille-pissarro_house-on-a-cliff.jpg,camille-pissarro,32
8540,giovanni-boldini_venice.jpg,giovanni-boldini,83
11791,pierre-auguste-renoir_landscape-1890.jpg,pierre-auguste-renoir,186
3435,alfred-sisley_village-street-louveciennes-1874.jpg,alfred-sisley,5
11266,mary-cassatt_children-playing-on-the-beach-1884.jpg,mary-cassatt,147
5300,giovanni-boldini_leda-with-swan.jpg,giovanni-boldini,83
44,john-henry-twachtman_flowers-1891-1.jpg,john-henry-twachtman,123
4503,william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice.jpg,william-merritt-chase,226
10218,claude-monet_water-lilies-reflections-of-weeping-willows-left-half-1919.jpg,claude-monet,38
3469,henri-edmond-cross_cabasson-landscape-study-1899.jpg,henri-edmond-cross,93
451,pierre-auguste-renoir_the-first-outing-1876.jpg,pierre-auguste-renoir,186
9519,childe-hassam_mount-hood.jpg,childe-hassam,37
11587,joaquã­n-sorolla_in-the-garden-1896.jpg,joaquã­n-sorolla,121
9795,eugene-boudin_beach-scene-12.jpg,eugene-boudin,57
7631,konstantin-korovin_gursuf-1916.jpg,konstantin-korovin,134
7408,julian-alden-weir_little-lizie-lynch.jpg,julian-alden-weir,129
11219,micaela-eleutheriade_peisaj-la-balcic-1936.jpg,micaela-eleutheriade,155
2710,pierre-auguste-renoir_two-apples.jpg,pierre-auguste-renoir,186
3396,anders-zorn_omnibus-1893.jpg,anders-zorn,9
1636,eugene-boudin_beach-scene-at-trouville-2.jpg,eugene-boudin,57
7069,claude-monet_the-sea-at-saint-adresse.jpg,claude-monet,38
372,charles-reiffel_mountains-1935.jpg,charles-reiffel,36
10585,william-merritt-chase_at-the-window.jpg,william-merritt-chase,226
1063,paul-gauguin_the-artist-s-children-1884.jpg,paul-gauguin,176
6356,claude-monet_cliff-at-fecamp.jpg,claude-monet,38
1917,camille-pissarro_the-goose-girl-at-montfoucault-white-frost-1875.jpg,camille-pissarro,32
9299,leon-dabo_a-study-of-talloires-1939.jpg,leon-dabo,140
1169,edgar-degas_horses-and-jockeys.jpg,edgar-degas,47
10943,maurice-prendergast_brittany-coast.jpg,maurice-prendergast,149
4340,childe-hassam_mrs-hassam-in-the-garden-1.jpg,childe-hassam,37
10233,peder-severin-kroyer_viggo-johansen-1887.jpg,peder-severin-kroyer,179
4731,janos-tornyai_farm-with-shadoof-1907.jpg,janos-tornyai,118
3577,adolf-hitler_the-church-of-preux-au-bois.jpg,adolf-hitler,3
11311,claude-monet_the-church-at-vetheuil.jpg,claude-monet,38
5699,georges-seurat_study-for-bathers-at-asnieres-1883.jpg,georges-seurat,78
2329,john-singer-sargent_still-life-with-daffodils-1890.jpg,john-singer-sargent,127
7495,antoine-blanchard_quai-st-michel-notre-dame.jpg,antoine-blanchard,11
11797,willard-metcalf_battery-park-spring.jpg,willard-metcalf,222
4500,camille-pissarro_the-pont-neuf-and-the-statue-of-henri-iv-1901.jpg,camille-pissarro,32
8266,pierre-auguste-renoir_dance-at-bougival-1883.jpg,pierre-auguste-renoir,186
5788,camille-pissarro_a-street-in-l-hermitage-pontoise.jpg,camille-pissarro,32
3291,gregoire-boonzaier_bare-oaks-newlands-late-autumn-1968.jpg,gregoire-boonzaier,87
3417,berthe-morisot_julie-manet-with-a-budgie.jpg,berthe-morisot,29
1795,camille-pissarro_mirbeau-s-garden-the-terrace.jpg,camille-pissarro,32
3694,claude-monet_farmyard-at-chailly.jpg,claude-monet,38
10739,william-merritt-chase_the-common-central-park.jpg,william-merritt-chase,226
6167,gustave-caillebotte_sunflowers-in-the-garden-at-petit-gennevilliers.jpg,gustave-caillebotte,88
12353,claude-monet_water-lilies-26.jpg,claude-monet,38
10033,guy-rose_bluff-at-pourville-1910.jpg,guy-rose,89
3677,federico-zandomeneghi_little-girl.jpg,federico-zandomeneghi,59
5378,pierre-auguste-renoir_boating-at-argenteuil-1873.jpg,pierre-auguste-renoir,186
293,camille-pissarro_boulevard-montmartre-sunset-1897.jpg,camille-pissarro,32
6527,theo-van-rysselberghe_portrait-of-marguerite-van-mons-1886.jpg,theo-van-rysselberghe,205
2257,kimon-loghi_romantic-landscape-1.jpg,kimon-loghi,133
10123,ion-theodorescu-sion_flori-i-fructe.jpg,ion-theodorescu-sion,104
12621,william-merritt-chase_shinnecock-landscape-02.jpg,william-merritt-chase,226
5787,giovanni-boldini_portrait-of-elizabeth-wharton-drexel-1905.jpg,giovanni-boldini,83
9276,konstantin-korovin_fish-1916-1.jpg,konstantin-korovin,134
784,childe-hassam_looking-towards-mount-adams-from-mount-hood.jpg,childe-hassam,37
9187,pierre-auguste-renoir_three-women-and-child-in-a-landscape-1918.jpg,pierre-auguste-renoir,186
10403,pierre-auguste-renoir_bust-of-a-young-girl.jpg,pierre-auguste-renoir,186
5175,gustave-caillebotte_orchids.jpg,gustave-caillebotte,88
8157,fern-coppedge_lumberville-cottage.jpg,fern-coppedge,63
11402,pierre-auguste-renoir_andree-in-yellow-turban-and-blue-skirt-1917.jpg,pierre-auguste-renoir,186
6086,valentin-serov_portrait-of-henrietta-girshman-1911.jpg,valentin-serov,212
3186,konstantin-korovin_roses-fruit-wine-1912.jpg,konstantin-korovin,134
932,petro-kholodny-(elder)_winter-in-the-forest-sketch-1920.jpg,petro-kholodny-(elder),183
5385,joaquã­n-sorolla_net-menders-in-valencia-1909.jpg,joaquã­n-sorolla,121
6046,giovanni-boldini_lady-in-brown-evening-dress-1894.jpg,giovanni-boldini,83
12748,john-singer-sargent_the-rialto-venice-1909.jpg,john-singer-sargent,127
3922,camille-pissarro_three-peasant-women-1890.jpg,camille-pissarro,32
1556,frederic-remington_a-reconnaissance-1902.jpg,frederic-remington,70
3657,pierre-auguste-renoir_midday-landscape-1.jpg,pierre-auguste-renoir,186
130,camille-pissarro_portrait-of-eugene-murer-1878.jpg,camille-pissarro,32
2249,cornelis-vreedenburgh_building-well-with-church-amsterdam.jpg,cornelis-vreedenburgh,43
11825,camille-pissarro_vase-of-flowers.jpg,camille-pissarro,32
11824,julian-alden-weir_overhanging-trees.jpg,julian-alden-weir,129
7603,mary-cassatt_smiling-mother-with-sober-faced-child.jpg,mary-cassatt,147
11096,camille-pissarro_in-the-garden-1902.jpg,camille-pissarro,32
10512,gustave-caillebotte_portrait-of-a-schoolboy.jpg,gustave-caillebotte,88
2105,william-merritt-chase_october.jpg,william-merritt-chase,226
5876,alfred-sisley_saint-cloud-banks-of-the-seine-1879.jpg,alfred-sisley,5
5851,claude-monet_sailboats-at-sea-pourville.jpg,claude-monet,38
5708,marianne-north_gate-of-rajah-s-palace-benares-india-1880.jpg,marianne-north,144
6681,paul-cezanne_the-seine-at-bercy-1878.jpg,paul-cezanne,175
1814,mary-cassatt_sketch-of-anne-and-her-nurse.jpg,mary-cassatt,147
3581,childe-hassam_isle-of-shoals.jpg,childe-hassam,37
1103,mikhail-nesterov_pentecost-1881.jpg,mikhail-nesterov,157
6964,armand-guillaumin_the-seine-river-at-charenton-1878.jpg,armand-guillaumin,17
12438,edgar-degas_at-the-races-before-the-start.jpg,edgar-degas,47
2420,gregoire-boonzaier_table-mountain-from-district-6-1972.jpg,gregoire-boonzaier,87
3064,claude-monet_windmills-near-zaandam.jpg,claude-monet,38
3956,mary-cassatt_the-bath.jpg,mary-cassatt,147
12649,ilya-mashkov_artek-september-morning-in-artek-1929.jpg,ilya-mashkov,100
12183,grace-cossington-smith_the-reader-1916.jpg,grace-cossington-smith,86
12634,konstantin-korovin_evening-1917.jpg,konstantin-korovin,134
6122,john-henry-twachtman_the-white-bridge-1.jpg,john-henry-twachtman,123
5078,nikolay-bogdanov-belsky_road-in-a-winter-garden-1930.jpg,nikolay-bogdanov-belsky,165
1604,ivan-grohar_portrait-of-france-preseren.jpg,ivan-grohar,111
7972,alfred-sisley_the-rising-path-1875.jpg,alfred-sisley,5
7325,nicolae-vermont_flower-girl-1917.jpg,nicolae-vermont,164
10685,childe-hassam_a-street-in-denia-spain.jpg,childe-hassam,37
10561,willard-metcalf_moonlight.jpg,willard-metcalf,222
6230,joaquã­n-sorolla_asturian-landscape-1903.jpg,joaquã­n-sorolla,121
2372,claude-monet_water-lilies-red-1919.jpg,claude-monet,38
413,camille-pissarro_the-cote-des-boeurs-at-l-hermitage-near-pontoise-1877.jpg,camille-pissarro,32
4414,rudolf-schweitzer-cumpana_vene-ia-santa-maria-della-salute-1931.jpg,rudolf-schweitzer-cumpana,194
7857,pierre-auguste-renoir_landscape-at-collettes.jpg,pierre-auguste-renoir,186
2081,camille-pissarro_boats-sunset-rouen-1898.jpg,camille-pissarro,32
9432,alfred-sisley_view-of-moret-sur-loing-through-the-trees-1892.jpg,alfred-sisley,5
12835,john-henry-twachtman_snow-scene-1.jpg,john-henry-twachtman,123
6567,maurice-prendergast_the-grand-canal-venice-1899.jpg,maurice-prendergast,149
6623,armand-guillaumin_vue-de-port-1880.jpg,armand-guillaumin,17
7963,edgar-degas_portrait-of-henri-michel-levy-in-his-studio-1879.jpg,edgar-degas,47
4580,joaquã­n-sorolla_isla-del-cap-marti-javea-1905.jpg,joaquã­n-sorolla,121
10181,camille-pissarro_the-street-of-hermitage-pontoise-1874.jpg,camille-pissarro,32
4015,claude-monet_the-grand-canal.jpg,claude-monet,38
1794,claude-monet_riverbank-at-argenteuil.jpg,claude-monet,38
11513,robert-julian-onderdonk_panoramic-landscape.jpg,robert-julian-onderdonk,192
3819,konstantin-korovin_venice-1891.jpg,konstantin-korovin,134
9914,edgar-degas_nude.jpg,edgar-degas,47
2370,john-singer-sargent_villa-torre-galli-the-loggia-1910.jpg,john-singer-sargent,127
3262,eugene-boudin_the-bay-of-douarnenez-1897.jpg,eugene-boudin,57
985,joaquã­n-sorolla_portrait-of-king-alfonso-xiii-in-the-uniform-of-the-hussars-1907.jpg,joaquã­n-sorolla,121
1723,edouard-manet_isabelle-lemonnier-with-a-muff.jpg,edouard-manet,49
4777,james-mcneill-whistler_view-of-venice.jpg,james-mcneill-whistler,115
7827,konstantin-korovin_paris-in-the-morning.jpg,konstantin-korovin,134
5503,james-mcneill-whistler_blue-and-silver-the-chopping-channel.jpg,james-mcneill-whistler,115
3724,walter-sickert_the-tottenham-distillery.jpg,walter-sickert,220
2037,john-henry-twachtman_trees-across-the-river.jpg,john-henry-twachtman,123
9702,henry-herbert-la-thangue_a-proven-al-castle.jpg,henry-herbert-la-thangue,97
8121,ion-theodorescu-sion_still-life-with-grapes-and-apples-1934.jpg,ion-theodorescu-sion,104
9844,william-merritt-chase_prospect-park-brooklyn.jpg,william-merritt-chase,226
6000,abraham-manievich_flowers-on-a-yellow-table.jpg,abraham-manievich,1
11894,john-henry-twachtman_niagara-falls-3.jpg,john-henry-twachtman,123
6810,antoine-blanchard_porte-st-denis-1.jpg,antoine-blanchard,11
12386,stefan-dimitrescu_cabaret.jpg,stefan-dimitrescu,200
1693,philip-wilson-steer_portrait-of-miss-rose-pettigrew.jpg,philip-wilson-steer,185
8554,winston-churchill_lake-at-blenheim(1).jpg,winston-churchill,227
978,claude-monet_boats-on-the-beach-at-etretat.jpg,claude-monet,38
11924,lucian-grigorescu_peisaj-din-balcic-1.jpg,lucian-grigorescu,143
3005,william-merritt-chase_mr-francis-guerin-lloyd.jpg,william-merritt-chase,226
